Nomor #,Tanggal Transaksi Keterangan,Tanggal Transaksi Jurnal,Store,Jenis Jurnal,Nilai,Keterangan
JV.2025.06.00243,5-Jun-2025,5-Jun-2025,La Piazza,Penjualan cafe,"26,681,605.00",Penjualan cafe tanggal 05/06/2025
JV.2025.06.00253,5-Jun-2025,6-Jun-2025,La Piazza,Uang masuk,"26,468,765.00",Uang masuk penjualan cafe tanggal 05/06/2025
JV.2025.06.00850,6-Jun-2025,13-Jun-2025,La Piazza,Setoran cash,"659,840.00",Setoran cash penjualan cafe lapiaza 6 Juni 2025
JV.2025.06.00628,6-Jun-2025,6-Jun-2025,MKG,Penjualan cafe,"2,464,158.00",Penjualan cafe strada MKG tanggal 06/06/2025
JV.2025.06.00838,6-Jun-2025,7-Jun-2025,MKG,Uang masuk,"2,464,158.00",Uang masuk penjualan cafe strada MKG tanggal 06/06/2025
JV.2025.06.00244,6-Jun-2025,6-Jun-2025,La Piazza,Penjualan cafe,"32,783,120.00",Penjualan cafe tanggal 06/06/2025
JV.2025.06.00252,6-Jun-2025,7-Jun-2025,La Piazza,Uang masuk,"31,305,690.00",Uang masuk penjualan cafe tanggal 06/06/2025
JV.2025.06.00851,7-Jun-2025,13-Jun-2025,La Piazza,Setoran cash,"87,780.00",Setoran cash penjualan cafe lapiaza 7 Juni 2025
JV.2025.06.00629,7-Jun-2025,7-Jun-2025,MKG,Penjualan cafe,"1,984,707.00",Penjualan cafe strada MKG tanggal 07/06/2025
JV.2025.06.00839,7-Jun-2025,8-Jun-2025,MKG,Uang masuk,"1,984,707.00",Uang masuk penjualan cafe strada MKG tanggal 07/06/2025
JV.2025.06.00245,7-Jun-2025,7-Jun-2025,La Piazza,Penjualan cafe,"28,154,721.00",Penjualan cafe tanggal 07/06/2025
JV.2025.06.00251,7-Jun-2025,8-Jun-2025,La Piazza,Uang masuk,"27,955,716.00",Uang masuk penjualan cafe tanggal 07/06/2025
JV.2025.06.00852,8-Jun-2025,13-Jun-2025,La Piazza,Setoran cash,"214,830.00",Setoran cash penjualan cafe lapiaza 8 Juni 2025
JV.2025.06.00630,8-Jun-2025,8-Jun-2025,MKG,Penjualan cafe,"2,298,891.00",Penjualan cafe strada MKG tanggal 08/06/2025
JV.2025.06.00840,8-Jun-2025,9-Jun-2025,MKG,Uang masuk,"2,298,891.00",Uang masuk penjualan cafe strada MKG tanggal 08/06/2025
JV.2025.06.00246,8-Jun-2025,8-Jun-2025,La Piazza,Penjualan cafe,"26,876,095.00",Penjualan cafe tanggal 08/06/2025
JV.2025.06.00248,8-Jun-2025,9-Jun-2025,La Piazza,Uang masuk,"26,010,870.00",Uang masuk penjualan cafe tanggal 08/06/2025
JV.2025.06.00677,9-Jun-2025,9-Jun-2025,MKG,Penjualan cafe,"1,251,756.00",Penjualan cafe strada MKG tanggal 09/06/2025
JV.2025.06.00621,9-Jun-2025,10-Jun-2025,MKG,Uang masuk,"1,251,756.00",Uang masuk penjualan cafe strada MKG tanggal 09/06/2025
JV.2025.06.00247,9-Jun-2025,9-Jun-2025,La Piazza,Penjualan cafe,"19,181,170.00",Penjualan cafe tanggal 09/06/2025
JV.2025.06.00495,9-Jun-2025,10-Jun-2025,La Piazza,Uang masuk,"18,923,070.00",Uang masuk penjualan cafe tanggal 09/06/2025
JV.2025.06.00799,10-Jun-2025,27-Jun-2025,La Piazza,Uang masuk,"49,665.00",Uang masuk penjualan cash la piazza tanggal 10.06.2025
JV.2025.06.00678,10-Jun-2025,10-Jun-2025,MKG,Penjualan cafe,"1,053,985.00",Penjualan cafe strada MKG tanggal 10/06/2025
JV.2025.06.00622,10-Jun-2025,11-Jun-2025,MKG,Uang masuk,"921,160.00",Uang masuk penjualan cafe strada MKG tanggal 10/06/2025
JV.2025.06.00496,10-Jun-2025,11-Jun-2025,La Piazza,Uang masuk,"18,058,895.00",Uang masuk penjualan cafe tanggal 10/06/2025
JV.2025.06.00679,11-Jun-2025,11-Jun-2025,MKG,Penjualan cafe,"614,705.00",Penjualan cafe strada MKG tanggal 11/06/2025
JV.2025.06.00806,11-Jun-2025,12-Jun-2025,MKG,Uang masuk,"614,705.00",Uang masuk penjualan cafe strada MKG tanggal 11/06/2025
JV.2025.06.00483,11-Jun-2025,11-Jun-2025,La Piazza,Penjualan cafe,"12,904,430.00",Penjualan cafe tanggal 11/06/2025
JV.2025.06.00497,11-Jun-2025,12-Jun-2025,La Piazza,Uang masuk,"12,751,610.00",Uang masuk penjualan cafe tanggal 11/06/2025
JV.2025.06.00484,12-Jun-2025,12-Jun-2025,La Piazza,Penjualan cafe,"16,520,520.00",Penjualan cafe tanggal 12/06/20025
JV.2025.06.00680,12-Jun-2025,12-Jun-2025,MKG,Penjualan cafe,"550,046.00",Penjualan cafe strada MKG tanggal 12/06/2025
JV.2025.06.00807,12-Jun-2025,13-Jun-2025,MKG,Uang masuk,"545,396.00",Uang masuk penjualan cafe strada MKG tanggal 12/06/2025
JV.2025.06.00498,12-Jun-2025,13-Jun-2025,La Piazza,Uang masuk,"16,216,575.00",Uang masuk penjualan cafe tanggal 12/06/2025
JV.2025.06.00681,13-Jun-2025,13-Jun-2025,MKG,Penjualan cafe,"641,940.00",Penjualan cafe strada MKG tanggal 13/06/2025
JV.2025.07.00045,13-Jun-2025,14-Jun-2025,MKG,Uang masuk,"641,940.00",Uang masuk penjualan cafe strada MKG tanggal 13/06/2025
JV.2025.06.00485,13-Jun-2025,13-Jun-2025,La Piazza,Penjualan cafe,"19,224,680.00",Penjualan cafe tanggal 13/06/2025
JV.2025.06.00499,13-Jun-2025,14-Jun-2025,La Piazza,Uang masuk,"18,814,710.00",Uang masuk penjualan cafe tanggal 13/06/2025
JV.2025.06.00800,14-Jun-2025,27-Jun-2025,La Piazza,Uang masuk,"49,665.00",Uang masuk penjualan cash la piazza tanggal 14.06.2025
JV.2025.06.00682,14-Jun-2025,14-Jun-2025,MKG,Penjualan cafe,"2,738,879.00",Penjualan cafe strada MKG tanggal 14/06/2025
JV.2025.06.00808,14-Jun-2025,15-Jun-2025,MKG,Uang masuk,"2,729,879.00",Uang masuk penjualan cafe strada MKG tanggal 14/06/2025
JV.2025.06.00486,14-Jun-2025,14-Jun-2025,La Piazza,Penjualan cafe,"30,774,345.00",Penjualan cafe tanggal 14/06/2025
JV.2025.06.00500,14-Jun-2025,15-Jun-2025,La Piazza,Uang masuk,"30,226,990.00",Uang masuk penjualan cafe tanggal 14/06/2025
JV.2025.06.00683,15-Jun-2025,15-Jun-2025,MKG,Penjualan cafe,"1,588,106.00",Penjualan cafe strada MKG tanggal 15/06/2025
JV.2025.06.00809,15-Jun-2025,16-Jun-2025,MKG,Uang masuk,"1,656,251.00",Uang masuk penjualan cafe strada MKG tanggal 15/06/2025
JV.2025.06.00487,15-Jun-2025,15-Jun-2025,La Piazza,Penjualan cafe,"25,869,975.00",Penjualan cafe tanggal 15/06/2025
JV.2025.06.00501,15-Jun-2025,16-Jun-2025,La Piazza,Uang masuk,"25,428,230.00",Uang masuk penjualan cafe tanggal
JV.2025.06.00684,16-Jun-2025,16-Jun-2025,MKG,Penjualan cafe,"881,740.00",Penjualan cafe strada MKG tanggal 16/06/2025
JV.2025.06.00810,16-Jun-2025,17-Jun-2025,MKG,Uang masuk,"875,290.00",Uang masuk penjualan cafe strada MKG tanggal 16/06/2025
JV.2025.06.00488,16-Jun-2025,16-Jun-2025,La Piazza,Penjualan cafe,"15,078,945.00",Penjualan cafe tanggal 16/06/2025
JV.2025.06.00685,17-Jun-2025,17-Jun-2025,MKG,Penjualan cafe,"475,626.00",Penjualan cafe strada MKG tanggal 17/06/2025
JV.2025.06.00811,17-Jun-2025,18-Jun-2025,MKG,Uang masuk,"484,866.00",Uang masuk penjualan cafe strada MKG tanggal 17/06/2025
JV.2025.06.00489,17-Jun-2025,17-Jun-2025,La Piazza,Penjualan cafe,"14,145,116.00",Penjualan cafe tanggal 17/06/2025
JV.2025.06.00786,17-Jun-2025,18-Jun-2025,La Piazza,Uang masuk,"13,750,116.00",Uang masuk penjualan cafe tanggal 17/06/2025
JV.2025.06.00686,18-Jun-2025,18-Jun-2025,MKG,Penjualan cafe,"1,011,250.00",Penjualan cafe strada MKG tanggal 18/06/2025
JV.2025.06.00812,18-Jun-2025,19-Jun-2025,MKG,Uang masuk,"1,011,250.00",Uang masuk penjualan cafe strada MKG tanggal 18/06/2025
JV.2025.06.00490,18-Jun-2025,18-Jun-2025,La Piazza,Penjualan cafe,"22,436,865.00",Penjualan cafe tanggal 18/06/2025
JV.2025.06.00787,18-Jun-2025,19-Jun-2025,La Piazza,Uang masuk,"22,238,765.00",Uang masuk penjualan cafe tanggal 18/06/2025
JV.2025.06.00687,19-Jun-2025,19-Jun-2025,MKG,Penjualan cafe,"658,350.00",Penjualan cafe strada MKG tanggal 1906/2025
JV.2025.06.00813,19-Jun-2025,20-Jun-2025,MKG,Uang masuk,"642,600.00",Uang masuk penjualan cafe strada MKG tanggal 19/06/2025
JV.2025.06.00491,19-Jun-2025,19-Jun-2025,La Piazza,Penjualan cafe,"16,150,785.00",Penjualan cafe tanggal 19/06/2025
JV.2025.06.00788,19-Jun-2025,20-Jun-2025,La Piazza,Uang masuk,"15,848,115.00",Uang masuk penjualan cafe tanggal 19/06/2025
JV.2025.06.00689,20-Jun-2025,20-Jun-2025,MKG,Penjualan cafe,"1,208,396.00",Penjualan cafe strada MKG tanggal 20/06/2025
JV.2025.06.00814,20-Jun-2025,21-Jun-2025,MKG,Uang masuk,"1,189,796.00",Uang masuk penjualan cafe strada MKG tanggal 20/06/2025
JV.2025.06.00492,20-Jun-2025,20-Jun-2025,La Piazza,Penjualan cafe,"18,113,905.00",Penjualan cafe tanggal 20/06/2025
JV.2025.06.00789,20-Jun-2025,21-Jun-2025,La Piazza,Uang masuk,"17,047,205.00",Uang masuk penjualan cafe tanggal 20/06/2025
JV.2025.07.00998,21-Jun-2025,7-Jul-2025,La Piazza,Setoran cash,"257,565.00",Setoran cash penjualan cafe La Piazza tanggal 21 Juni 2025
JV.2025.06.00690,21-Jun-2025,21-Jun-2025,MKG,Penjualan cafe,"2,102,081.00",Penjualan cafe strada MKG tanggal 21/06/2025
JV.2025.06.00815,21-Jun-2025,22-Jun-2025,MKG,Uang masuk,"2,074,931.00",Uang masuk penjualan cafe strada MKG tanggal 21/06/2025
JV.2025.06.00493,21-Jun-2025,21-Jun-2025,La Piazza,Penjualan cafe,"34,423,980.00",Penjualan cafe tanggal 21/06/2025
JV.2025.06.00791,21-Jun-2025,22-Jun-2025,La Piazza,Uang masuk,"34,005,990.00",Uang masuk penjualan cafe tanggal 21/06/2025
JV.2025.06.00691,22-Jun-2025,22-Jun-2025,MKG,Penjualan cafe,"1,261,792.00",Penjualan cafe strada MKG tanggal 22/06/2025
JV.2025.06.00816,22-Jun-2025,23-Jun-2025,MKG,Uang masuk,"1,221,792.00",Uang masuk penjualan cafe strada MKG tanggal 22/06/2025
JV.2025.06.00494,22-Jun-2025,22-Jun-2025,La Piazza,Penjualan cafe,"19,533,585.00",Penjualan cafe tanggal 22/06/2025
JV.2025.06.00792,22-Jun-2025,23-Jun-2025,La Piazza,Uang masuk,"19,169,635.00",Uang masuk penjualan cafe tanggal 22/06/2025
JV.2025.07.00999,23-Jun-2025,7-Jul-2025,La Piazza,Setoran cash,"635,000.00",Setoran cash penjualan cafe La Piazza tanggal 23 Juni 2025
JV.2025.06.00692,23-Jun-2025,23-Jun-2025,MKG,Penjualan cafe,"888,992.00",Penjualan cafe strada MKG tanggal 23/06/2025
JV.2025.06.00817,23-Jun-2025,24-Jun-2025,MKG,Uang masuk,"888,992.00",Uang masuk penjualan cafe strada MKG tanggal 23/06/2025
JV.2025.06.00777,23-Jun-2025,23-Jun-2025,La Piazza,Penjualan cafe,"13,788,765.00",Penjualan cafe tanggal 23/06/2025
JV.2025.06.00793,23-Jun-2025,24-Jun-2025,La Piazza,Uang masuk,"13,099,465.00",Uang masuk penjualan cafe tanggal 23/06/2025
JV.2025.06.00693,24-Jun-2025,24-Jun-2025,MKG,Penjualan cafe,"375,111.00",Penjualan cafe strada MKG tanggal 24/06/2025
JV.2025.06.00818,24-Jun-2025,25-Jun-2025,MKG,Uang masuk,"375,111.00",Uang masuk penjualan cafe strada MKG tanggal 24/06/2025
JV.2025.06.00778,24-Jun-2025,24-Jun-2025,La Piazza,Penjualan cafe,"11,625,955.00",Penjualan cafe tanggal 24/06/2025
JV.2025.06.00794,24-Jun-2025,25-Jun-2025,La Piazza,Uang masuk,"11,347,765.00",Uang masuk penjualan cafe tanggal 24/06/2025
JV.2025.07.01000,25-Jun-2025,7-Jul-2025,La Piazza,Setoran cash,"92,400.00",Setoran cash penjualan cafe La Piazza tanggal 25 Juni 2025
JV.2025.06.00694,25-Jun-2025,25-Jun-2025,MKG,Penjualan cafe,"689,720.00",Penjualan cafe strada MKG tanggal 25/06/2025
JV.2025.06.00819,25-Jun-2025,26-Jun-2025,MKG,Uang masuk,"689,720.00",Uang masuk penjualan cafe strada MKG tanggal 25/06/2025
JV.2025.06.00779,25-Jun-2025,25-Jun-2025,La Piazza,Penjualan cafe,"13,795,265.00",Penjualan cafe tanggal 25/06/2025
JV.2025.06.00795,25-Jun-2025,26-Jun-2025,La Piazza,Uang masuk,"13,422,005.00",Uang masuk penjualan cafe tanggal 25/06/2025
JV.2025.06.00695,26-Jun-2025,26-Jun-2025,MKG,Penjualan cafe,"1,008,590.00",Penjualan cafe strada MKG tanggal 26/06/2025
JV.2025.06.00820,26-Jun-2025,27-Jun-2025,MKG,Uang masuk,"1,008,590.00",Uang masuk penjualan cafe strada MKG tanggal 26/06/2025
JV.2025.06.00780,26-Jun-2025,26-Jun-2025,La Piazza,Penjualan cafe,"18,187,035.00",Penjualan cafe tanggal 26/06/2025
JV.2025.06.00797,26-Jun-2025,27-Jun-2025,La Piazza,Uang masuk,"18,018,945.00",Uang masuk penjualan cafe tanggal 26/06/2025
JV.2025.07.01001,27-Jun-2025,7-Jul-2025,La Piazza,Setoran cash,"279,995.00",Setoran cash penjualan cafe La Piazza tanggal 27 Juni 2025
JV.2025.06.00696,27-Jun-2025,27-Jun-2025,MKG,Penjualan cafe,"1,967,643.00",Penjualan cafe strada MKG tanggal 27/06/2025
JV.2025.06.00857,27-Jun-2025,27-Jun-2025,MKG,Uang masuk,"120,120.00",Uang masuk penjualan sales cash mkg 27.06.2025
JV.2025.06.00821,27-Jun-2025,28-Jun-2025,MKG,Uang masuk,"1,847,523.00",Uang masuk penjualan cafe strada MKG tanggal 27/06/2025
JV.2025.06.00781,27-Jun-2025,27-Jun-2025,La Piazza,Penjualan cafe,"31,072,030.00",Penjualan cafe tanggal 27/06/2025
JV.2025.06.00798,27-Jun-2025,28-Jun-2025,La Piazza,Uang masuk,"29,953,705.00",Uang masuk penjualan cafe tanggal 27/06/2025
JV.2025.06.00803,28-Jun-2025,28-Jun-2025,MKG,Penjualan cafe,"1,301,397.00",Penjualan cafe strada MKG tanggal 28/06/2025
JV.2025.06.00822,28-Jun-2025,29-Jun-2025,MKG,Uang masuk,"1,301,397.00",Uang masuk penjualan cafe strada MKG tanggal 28/06/2025
JV.2025.06.00782,28-Jun-2025,28-Jun-2025,La Piazza,Penjualan cafe,"26,208,990.00",Penjualan cafe tanggal 28/06/2025
JV.2025.06.00801,28-Jun-2025,29-Jun-2025,La Piazza,Uang masuk,"25,701,835.00",Uang masuk penjualan cafe tanggal 28/06/2025
JV.2025.07.01002,29-Jun-2025,7-Jul-2025,La Piazza,Setoran cash,"179,025.00",Setoran cash penjualan cafe La Piazza tanggal 29 Juni 2025
JV.2025.06.00804,29-Jun-2025,29-Jun-2025,MKG,Penjualan cafe,"2,015,172.00",Penjualan cafe strada MKG tanggal 29/06/2025
JV.2025.06.00823,29-Jun-2025,30-Jun-2025,MKG,Uang masuk,"1,993,122.00",Uang masuk penjualan cafe strada MKG tanggal 29/06/2025
JV.2025.06.00783,29-Jun-2025,29-Jun-2025,La Piazza,Penjualan cafe,"22,063,520.00",Penjualan cafe tanggal 29/06/2025
JV.2025.06.00802,29-Jun-2025,30-Jun-2025,La Piazza,Uang masuk,"21,684,795.00",Uang masuk penjualan cafe tanggal 29/06/2025
JV.2025.06.00805,30-Jun-2025,30-Jun-2025,MKG,Penjualan cafe,"572,060.00",Penjualan cafe strada MKG tanggal 30/06/2025
JV.2025.07.00046,30-Jun-2025,1-Jul-2025,MKG,Uang masuk,"572,060.00",Uang masuk penjualan cafe strada MKG tanggal 30/06/2025
JV.2025.06.00784,30-Jun-2025,30-Jun-2025,La Piazza,Penjualan cafe,"13,236,950.00",Penjualan cafe tanggal 30/06/2025
JV.2025.07.00041,30-Jun-2025,1-Jul-2025,La Piazza,Uang masuk,"12,986,105.00",Uang masuk penjualan cafe tanggal 30/06/2025
JV.2025.07.00184,1-Jul-2025,1-Jul-2025,MKG,Penjualan cafe,"726,495.00",Penjualan cafe strada MKG tanggal 01/07/2025
JV.2025.07.00193,1-Jul-2025,2-Jul-2025,MKG,Uang masuk,"726,495.00",Uang masuk penjualan cafe strada MKG tanggal 01/07/2025
JV.2025.07.00170,1-Jul-2025,1-Jul-2025,La Piazza,Penjualan cafe,"21,387,130.00",Penjualan cafe tanggal 01/07/2025
JV.2025.07.00177,1-Jul-2025,2-Jul-2025,La Piazza,Uang masuk,"21,238,835.00",Uang masuk penjualan cafe tanggal 01/07/2025
JV.2025.07.00185,2-Jul-2025,2-Jul-2025,MKG,Penjualan cafe,"911,295.00",Penjualan cafe strada MKG tanggal 02/07/2025
JV.2025.07.00194,2-Jul-2025,3-Jul-2025,MKG,Uang masuk,"911,295.00",Uang masuk penjualan cafe strada MKG tanggal 02/07/2025
JV.2025.07.00171,2-Jul-2025,2-Jul-2025,La Piazza,Penjualan cafe,"16,788,265.00",Penjualan cafe tanggal 02/07/2025
JV.2025.07.00178,2-Jul-2025,3-Jul-2025,La Piazza,Uang masuk,"16,612,285.00",Uang masuk penjualan cafe tanggal 02/07/2025
JV.2025.07.00186,3-Jul-2025,3-Jul-2025,MKG,Penjualan cafe,"901,450.00",Penjualan cafe strada MKG tanggal 03/07/2025
JV.2025.07.00195,3-Jul-2025,4-Jul-2025,MKG,Uang masuk,"890,650.00",Uang masuk penjualan cafe strada MKG tanggal 03/07/2025
JV.2025.07.00172,3-Jul-2025,3-Jul-2025,La Piazza,Penjualan cafe,"14,841,805.00",Penjualan cafe tanggal 03/07/2025
JV.2025.07.00026,3-Jul-2025,3-Jul-2025,La Piazza,Refund lebih,"99,330.00",Refund lebih pembayaran karena salah input item penjualan
JV.2025.07.00179,3-Jul-2025,4-Jul-2025,La Piazza,Uang masuk,"14,703,655.00",Uang masuk penjualan cafe tanggal 03/07/2025
JV.2025.07.01005,4-Jul-2025,7-Jul-2025,La Piazza,Setoran cash,"229,845.00",Setoran cash penjualan cafe La Piazza tanggal 04 Juli 2025
JV.2025.07.00187,4-Jul-2025,4-Jul-2025,MKG,Penjualan cafe,"1,151,300.00",Penjualan cafe strada MKG tanggal 04/07/2025
JV.2025.07.00196,4-Jul-2025,5-Jul-2025,MKG,Uang masuk,"1,151,300.00",Uang masuk penjualan cafe strada MKG tanggal 04/07/2025
JV.2025.07.00173,4-Jul-2025,4-Jul-2025,La Piazza,Penjualan cafe,"19,309,360.00",Penjualan cafe tanggal 04/07/2025
JV.2025.07.00180,4-Jul-2025,5-Jul-2025,La Piazza,Uang masuk,"18,888,310.00",Uang masuk penjualan cafe tanggal 04/07/2025
JV.2025.07.00188,5-Jul-2025,5-Jul-2025,MKG,Penjualan cafe,"1,352,270.00",Penjualan cafe strada MKG tanggal 05/07/2025
JV.2025.07.00197,5-Jul-2025,6-Jul-2025,MKG,Uang masuk,"1,352,270.00",Uang masuk penjualan cafe strada MKG tanggal 05/07/2025
JV.2025.07.00174,5-Jul-2025,5-Jul-2025,La Piazza,Penjualan cafe,"37,568,155.00",Penjualan cafe tanggal 05/07/2025
JV.2025.07.00181,5-Jul-2025,6-Jul-2025,La Piazza,Uang masuk,"36,493,750.00",Uang masuk penjualan cafe tanggal 05/07/2025
JV.2025.07.00189,6-Jul-2025,6-Jul-2025,MKG,Penjualan cafe,"1,882,320.00",Penjualan cafe strada MKG tanggal 06/07/2025
JV.2025.07.00192,6-Jul-2025,7-Jul-2025,MKG,Uang masuk,"1,882,320.00",Uang masuk penjualan cafe strada MKG tanggal 06/07/2025
JV.2025.07.00175,6-Jul-2025,6-Jul-2025,La Piazza,Penjualan cafe,"22,599,103.00",Penjualan cafe tanggal 06/07/2025
JV.2025.07.00182,6-Jul-2025,7-Jul-2025,La Piazza,Uang masuk,"22,523,728.00",Uang masuk penjualan cafe tanggal 06/07/2025
JV.2025.10.00269,6-Jul-2025,7-Oct-2025,La Piazza,Uang masuk,"10,457,215.00",Uang masuk penjualan cafe tanggal 06/07/2025
JV.2025.07.00190,7-Jul-2025,7-Jul-2025,MKG,Penjualan cafe,"293,370.00",Penjualan cafe strada MKG tanggal 07/07/2025
JV.2025.07.00191,7-Jul-2025,8-Jul-2025,MKG,Uang masuk,"293,370.00",Uang masuk penjualan cafe strada MKG tanggal 07/07/2025
JV.2025.07.00176,7-Jul-2025,7-Jul-2025,La Piazza,Penjualan cafe,"9,622,555.00",Penjualan cafe tanggal 07/07/2025
JV.2025.07.00183,7-Jul-2025,8-Jul-2025,La Piazza,Uang masuk,"9,556,855.00",Uang masuk penjualan cafe tanggal 07/07/2025
JV.2025.07.00378,8-Jul-2025,8-Jul-2025,MKG,Penjualan cafe,"959,715.00",Penjualan cafe strada MKG tanggal 08/07/2025
JV.2025.07.00379,8-Jul-2025,9-Jul-2025,MKG,Uang masuk,"959,715.00",Uang masuk penjualan cafe strada MKG tanggal 08/07/2025
JV.2025.07.00416,8-Jul-2025,8-Jul-2025,La Piazza,Penjualan cafe,"14,533,663.00",Penjualan cafe tanggal 08/07/2025
JV.2025.07.00631,8-Jul-2025,9-Jul-2025,La Piazza,Uang masuk,"12,934,428.00",Uang masuk penjualan cafe tanggal 08/07/2025
JV.2025.07.00377,9-Jul-2025,9-Jul-2025,MKG,Penjualan cafe,"967,055.00",Penjualan cafe strada MKG tanggal 09/07/2025
JV.2025.07.00380,9-Jul-2025,10-Jul-2025,MKG,Uang masuk,"967,055.00",Uang masuk penjualan cafe strada MKG tanggal 09/07/2025
JV.2025.07.00614,9-Jul-2025,9-Jul-2025,La Piazza,Penjualan cafe,"15,318,130.00",Penjualan cafe tanggal 09/07/2025
JV.2025.07.00632,9-Jul-2025,10-Jul-2025,La Piazza,Uang masuk,"14,606,460.00",Uang masuk penjualan cafe tanggal 09/07/2025
JV.2025.07.00376,10-Jul-2025,10-Jul-2025,MKG,Penjualan cafe,"522,060.00",Penjualan cafe strada MKG tanggal 10/07/2025
JV.2025.07.00381,10-Jul-2025,11-Jul-2025,MKG,Uang masuk,"522,060.00",Uang masuk penjualan cafe strada MKG tanggal 10/07/2025
JV.2025.07.00615,10-Jul-2025,10-Jul-2025,La Piazza,Penjualan cafe,"13,905,200.00",Penjualan cafe tanggal 10/07/2025
JV.2025.07.00633,10-Jul-2025,11-Jul-2025,La Piazza,Uang masuk,"13,402,960.00",Uang masuk penjualan cafe tanggal 10/07/2025
JV.2025.07.00375,11-Jul-2025,11-Jul-2025,MKG,Penjualan cafe,"986,971.00",Penjualan cafe strada MKG tanggal 11/07/2025
JV.2025.07.00382,11-Jul-2025,12-Jul-2025,MKG,Uang masuk,"986,971.00",Uang masuk penjualan cafe strada MKG tanggal 11/07/2025
JV.2025.07.00616,11-Jul-2025,11-Jul-2025,La Piazza,Penjualan cafe,"13,685,200.00",Penjualan cafe tanggal 11/07/2025
JV.2025.07.00634,11-Jul-2025,12-Jul-2025,La Piazza,Uang masuk,"13,456,500.00",Uang masuk penjualan cafe tanggal 11/07/2025
JV.2025.07.00374,12-Jul-2025,12-Jul-2025,MKG,Penjualan cafe,"2,582,505.00",Penjualan cafe strada MKG tanggal 12/07/2025
JV.2025.07.00383,12-Jul-2025,13-Jul-2025,MKG,Uang masuk,"2,582,505.00",Uang masuk penjualan cafe strada MKG tanggal 12/07/2025
JV.2025.07.00617,12-Jul-2025,12-Jul-2025,La Piazza,Penjualan cafe,"29,918,165.00",Penjualan cafe tanggal 12/07/2025
JV.2025.07.00635,12-Jul-2025,13-Jul-2025,La Piazza,Uang masuk,"29,733,265.00",Uang masuk penjualan cafe tanggal 12/07/2025
JV.2025.07.00373,13-Jul-2025,13-Jul-2025,MKG,Penjualan cafe,"1,852,917.00",Penjualan cafe strada MKG tanggal 13/07/2025
JV.2025.07.00384,13-Jul-2025,14-Jul-2025,MKG,Uang masuk,"1,852,917.00",Uang masuk penjualan cafe strada MKG tanggal 13/07/2025
JV.2025.07.00618,13-Jul-2025,13-Jul-2025,La Piazza,Penjualan cafe,"24,926,735.00",Penjualan cafe tanggal 13/07/2025
JV.2025.07.00636,13-Jul-2025,14-Jul-2025,La Piazza,Uang masuk,"24,376,685.00",Uang masuk penjualan cafe tanggal 13/07/2025
JV.2025.07.00372,14-Jul-2025,14-Jul-2025,MKG,Penjualan cafe,"494,660.00",Penjualan cafe strada MKG tanggal 14/07/2025
JV.2025.07.00598,14-Jul-2025,15-Jul-2025,MKG,Penjualan cafe,"878,386.00",Penjualan cafe strada MKG tanggal 14/07/2025
JV.2025.07.00385,14-Jul-2025,15-Jul-2025,MKG,Uang masuk,"494,660.00",Uang masuk penjualan cafe strada MKG tanggal 14/07/2025
JV.2025.07.00619,14-Jul-2025,14-Jul-2025,La Piazza,Penjualan cafe,"12,246,735.00",Penjualan cafe tanggal 14/07/2025
JV.2025.07.00637,14-Jul-2025,15-Jul-2025,La Piazza,Uang masuk,"12,183,760.00",Uang masuk penjualan cafe tanggal 14/07/2025
JV.2025.07.00609,15-Jul-2025,16-Jul-2025,MKG,Uang masuk,"878,386.00",Uang masuk penjualan cafe strada MKG tanggal 15/07/2025
JV.2025.07.00620,15-Jul-2025,15-Jul-2025,La Piazza,Penjualan cafe,"10,901,440.00",Penjualan cafe tanggal 15/07/2025
JV.2025.07.00638,15-Jul-2025,16-Jul-2025,La Piazza,Uang masuk,"10,659,330.00",Uang masuk penjualan cafe tanggal 15/07/2025
JV.2025.07.00599,16-Jul-2025,16-Jul-2025,MKG,Penjualan cafe,"1,598,781.00",Penjualan cafe strada MKG tanggal 16/07/2025
JV.2025.07.00610,16-Jul-2025,17-Jul-2025,MKG,Uang masuk,"1,596,081.00",Uang masuk penjualan cafe strada MKG tanggal 16/07/2025
JV.2025.07.00621,16-Jul-2025,16-Jul-2025,La Piazza,Penjualan cafe,"9,232,605.00",Penjualan cafe tanggal 16/07/2025
JV.2025.07.00639,16-Jul-2025,17-Jul-2025,La Piazza,Uang masuk,"9,048,205.00",Uang masuk penjualan cafe tanggal 16/07/2025
JV.2025.07.00600,17-Jul-2025,17-Jul-2025,MKG,Penjualan cafe,"613,975.00",Penjualan cafe strada MKG tanggal 17/07/2025
